Gene                      Capacity   Entropy    Info       logC       R         
DP00092                   521.000    325.049    195.951    9.025      1.659     
DP00393                   156.000    115.171    40.829     7.285      2.821     
DP00396                   662.000    498.332    163.668    9.371      3.045     
DP00768                   590.000    577.748    12.252     9.205      47.154    
DP00004                   170.000    126.873    43.127     7.409      2.942     
DP00764                   78.000     65.910     12.090     6.285      5.452     
DP01069                   101.000    89.092     11.908     6.658      7.482     
DP00160                   523.000    366.152    156.848    9.031      2.334     
DP00629                   524.000    352.228    171.772    9.033      2.051     
DP00622                   116.000    85.488     30.512     6.858      2.802     
DP00625                   327.000    293.472    33.528     8.353      8.753     
DP00916                   146.000    96.914     49.086     7.190      1.974     
DP00918                   71.000     47.385     23.615     6.150      2.007     
DP00718                   505.000    337.226    167.774    8.980      2.010     
DP00712                   1544.000   1084.447   459.553    10.592     2.360     
DP00533                   978.000    692.555    285.445    9.934      2.426     
DP00434                   176.000    126.484    49.516     7.459      2.554     
DP00863                   201.000    130.973    70.027     7.651      1.870     
DP00869                   243.000    141.291    101.709    7.925      1.389     
DP00230                   540.000    385.854    154.146    9.077      2.503     
DP00238                   1863.000   1631.922   231.078    10.863     7.062     
DP00580                   50.000     49.204     0.796      5.644      61.822    
DP00958                   123.000    115.074    7.926      6.943      14.519    
DP00187                   254.000    195.524    58.476     7.989      3.344     
DP01023                   510.000    459.654    50.346     8.994      9.130     
DP01027                   241.000    146.537    94.463     7.913      1.551     
DP01029                   173.000    129.040    43.960     7.435      2.935     
DP00893                   638.000    438.760    199.240    9.317      2.202     
DP00898                   112.000    84.787     27.213     6.807      3.116     
DP00752                   189.000    151.494    37.506     7.562      4.039     
DP00226                   229.000    185.672    43.328     7.839      4.285     
DP00694                   228.000    219.995    8.005      7.833      27.482    
DP01053                   127.000    116.878    10.122     6.989      11.546    
DP00223                   433.000    297.981    135.019    8.758      2.207     
DP00674                   2864.000   1529.069   1334.931   11.484     1.145     
DP00672                   237.000    210.146    26.854     7.889      7.826     
DP00678                   864.000    713.494    150.506    9.755      4.741     
DP00820                   99.000     74.427     24.573     6.629      3.029     
DP00125                   106.000    81.894     24.106     6.728      3.397     
DP00583                   193.000    116.546    76.454     7.592      1.524     
DP00249                   161.000    136.917    24.083     7.331      5.685     
DP00278                   382.000    243.523    138.477    8.577      1.759     
DP00377                   232.000    179.283    52.717     7.858      3.401     
DP00274                   1487.000   1377.593   109.407    10.538     12.591    
DP00968                   597.000    538.355    58.645     9.222      9.180     
DP00474                   681.000    465.078    215.922    9.412      2.154     
DP01081                   348.000    232.746    115.254    8.443      2.019     
DP00995                   85.000     83.776     1.224      6.409      68.425    
DP00990                   231.000    161.993    69.007     7.852      2.347     
DP00382                   102.000    63.342     38.658     6.672      1.639     
DP00011                   295.000    194.902    100.098    8.205      1.947     
DP00016                   164.000    142.910    21.090     7.358      6.776     
DP01012                   117.000    87.611     29.389     6.870      2.981     
DP01015                   188.000    127.836    60.164     7.555      2.125     
DP00632                   656.000    634.451    21.549     9.358      29.443    
DP00900                   807.000    619.026    187.974    9.656      3.293     
DP00335                   169.000    133.576    35.424     7.401      3.771     
DP00339                   354.000    184.478    169.522    8.468      1.088     
DP00706                   529.000    510.337    18.663     9.047      27.345    
DP00449                   233.000    152.460    80.540     7.864      1.893     
DP00443                   1432.000   993.775    438.225    10.484     2.268     
DP00977                   80.000     65.347     14.653     6.322      4.460     
DP00878                   56.000     52.589     3.411      5.807      15.418    
DP00875                   192.000    117.995    74.005     7.585      1.594     
DP00201                   108.000    79.148     28.852     6.755      2.743     
DP00206                   157.000    111.313    45.687     7.295      2.436     
DP00269                   1507.000   969.034    537.966    10.557     1.801     
DP00118                   449.000    424.356    24.644     8.811      17.219    
DP00110                   247.000    161.722    85.278     7.948      1.896     
DP00191                   810.000    608.226    201.774    9.662      3.014     
DP00844                   109.000    102.460    6.540      6.768      15.667    
DP00742                   459.000    397.491    61.509     8.842      6.462     
DP00182                   362.000    257.729    104.271    8.500      2.472     
DP01059                   237.000    160.668    76.332     7.889      2.105     
DP00063                   205.000    174.928    30.072     7.679      5.817     
DP00066                   1245.000   806.410    438.590    10.282     1.839     
DP00644                   96.000     52.266     43.734     6.585      1.195     
DP00563                   204.000    197.794    6.206      7.672      31.870    
DP00833                   83.000     64.249     18.751     6.375      3.426     
DP00839                   407.000    344.502    62.498     8.669      5.512     
DP00240                   737.000    579.047    157.953    9.526      3.666     
DP00931                   120.000    94.537     25.463     6.907      3.713     
DP00934                   76.000     66.247     9.753      6.248      6.792     
DP00363                   522.000    317.224    204.776    9.028      1.549     
DP00412                   97.000     68.497     28.503     6.600      2.403     
DP01066                   690.000    486.293    203.707    9.430      2.387     
DP01030                   719.000    622.034    96.966     9.490      6.415     
DP00843                   411.000    338.563    72.437     8.683      4.674     
DP01022                   2000.000   1680.542   319.458    10.966     5.261     
DP00488                   345.000    210.414    134.586    8.430      1.563     
DP01093                   285.000    199.778    85.222     8.155      2.344     
DP01095                   171.000    106.811    64.189     7.418      1.664     
DP00788                   184.000    160.134    23.866     7.524      6.710     
DP00986                   69.000     60.523     8.477      6.109      7.140     
DP00144                   276.000    264.195    11.805     8.109      22.380    
DP00141                   1425.000   1068.550   356.450    10.477     2.998     
DP00021                   691.000    432.349    258.651    9.433      1.672     
DP01001                   104.000    96.774     7.226      6.700      13.393    
DP00940                   332.000    328.942    3.058      8.375      107.583   
DP00321                   663.000    427.859    235.141    9.373      1.820     
DP00328                   581.000    505.609    75.391     9.182      6.706     
DP00286                   341.000    268.549    72.451     8.414      3.707     
DP00736                   859.000    526.486    332.514    9.747      1.583     
DP00517                   1685.000   1194.672   490.328    10.719     2.436     
DP00457                   152.000    105.025    46.975     7.248      2.236     
DP00808                   250.000    222.664    27.336     7.966      8.145     
DP00801                   52.000     24.706     27.294     5.700      0.905     
DP00357                   44.000     43.998     0.002      5.459      28317.211 
DP00352                   316.000    261.397    54.603     8.304      4.787     
DP00609                   1503.000   1280.892   222.108    10.554     5.767     
DP00716                   664.000    613.662    50.338     9.375      12.191    
DP00100                   443.000    314.876    128.124    8.791      2.458     
DP00157                   685.000    560.246    124.754    9.420      4.491     
DP00081                   2129.000   1820.382   308.618    11.056     5.898     
DP00084                   160.000    153.637    6.363      7.322      24.144    
DP00074                   595.000    432.025    162.975    9.217      2.651     
DP00071                   372.000    343.857    28.143     8.539      12.218    
DP00770                   243.000    189.285    53.715     7.925      3.524     
DP01073                   901.000    775.228    125.772    9.815      6.164     
DP01079                   327.000    287.317    39.683     8.353      7.240     
DP00172                   256.000    223.154    32.846     8.000      6.794     
DP00794                   345.000    280.632    64.368     8.430      4.360     
DP00656                   358.000    295.578    62.422     8.484      4.735     
DP00653                   2541.000   2033.400   507.600    11.311     4.006     
DP00253                   309.000    308.914    0.086      8.271      3596.134  
DP00254                   173.000    106.049    66.951     7.435      1.584     
DP00927                   274.000    122.846    151.154    8.098      0.813     
DP00314                   639.000    515.456    123.544    9.320      4.172     
DP00424                   116.000    109.251    6.749      6.858      16.187    
DP00856                   165.000    133.137    31.863     7.366      4.178     
DP00555                   134.000    123.735    10.265     7.066      12.054    
DP00550                   108.000    89.089     18.911     6.755      4.711     
DP00229                   408.000    317.612    90.388     8.672      3.514     
DP00177                   961.000    812.508    148.492    9.908      5.472     
DP01086                   630.000    400.264    229.736    9.299      1.742     
DP00949                   1272.000   973.846    298.154    10.313     3.266     
DP01037                   206.000    152.321    53.679     7.687      2.838     
DP00134                   632.000    482.793    149.207    9.304      3.236     
DP00036                   677.000    593.966    83.034     9.403      7.153     
DP00882                   125.000    96.114     28.886     6.966      3.327     
DP00884                   137.000    117.531    19.469     7.098      6.037     
DP00291                   256.000    170.785    85.215     8.000      2.004     
DP00724                   533.000    342.797    190.203    9.058      1.802     
DP00721                   1083.000   766.601    316.399    10.081     2.423     
DP00728                   246.000    164.579    81.421     7.943      2.021     
DP01102                   526.000    502.518    23.482     9.039      21.400    
DP00047                   169.000    161.747    7.253      7.401      22.299    
DP00040                   107.000    106.999    0.001      6.741      166404.407
DP00662                   462.000    298.247    163.753    8.852      1.821     
DP00628                   386.000    236.032    149.968    8.592      1.574     
DP00955                   242.000    241.601    0.399      7.919      605.611   
DP00811                   140.000    108.199    31.801     7.129      3.402     
DP00344                   149.000    125.421    23.579     7.219      5.319     
DP00341                   781.000    508.427    272.573    9.609      1.865     
DP00618                   548.000    283.952    264.048    9.098      1.075     
DP00617                   70.000     66.522     3.478      6.129      19.125    
DP00591                   1706.000   1244.337   461.663    10.736     2.695     
DP00466                   253.000    192.247    60.753     7.983      3.164     
DP00469                   168.000    167.354    0.646      7.392      259.228   
DP00099                   423.000    248.334    174.666    8.725      1.422     
DP00094                   498.000    357.875    140.125    8.960      2.554     
DP00392                   790.000    458.066    331.934    9.626      1.380     
DP00395                   800.000    585.131    214.869    9.644      2.723     
DP00769                   162.000    115.556    46.444     7.340      2.488     
DP00009                   122.000    83.012     38.988     6.931      2.129     
DP00765                   134.000    110.014    23.986     7.066      4.587     
DP00164                   106.000    79.681     26.319     6.728      3.028     
DP00161                   328.000    262.279    65.721     8.358      3.991     
DP00787                   400.000    290.582    109.418    8.644      2.656     
DP00621                   705.000    433.748    271.252    9.461      1.599     
DP00624                   169.000    158.895    10.105     7.401      15.725    
DP00910                   113.000    75.350     37.650     6.820      2.001     
DP00189                   206.000    145.181    60.819     7.687      2.387     
DP00717                   235.000    202.911    32.089     7.877      6.323     
DP00306                   199.000    127.196    71.804     7.637      1.771     
DP00438                   194.000    141.435    52.565     7.600      2.691     
DP00435                   806.000    545.922    260.078    9.655      2.099     
DP00862                   218.000    192.780    25.220     7.768      7.644     
DP00868                   279.000    195.263    83.737     8.124      2.332     
DP00231                   743.000    696.893    46.107     9.537      15.115    
DP00239                   639.000    369.343    269.657    9.320      1.370     
DP01044                   103.000    65.344     37.656     6.687      1.735     
DP00519                   2843.000   2634.653   208.347    11.473     12.645    
DP00184                   427.000    316.377    110.623    8.738      2.860     
DP00122                   1861.000   1776.901   84.099     10.862     21.129    
DP01024                   2225.000   1388.516   836.484    11.120     1.660     
DP00064                   279.000    177.967    101.033    8.124      1.761     
DP00894                   82.000     43.515     38.485     6.358      1.131     
DP00899                   150.000    116.383    33.617     7.229      3.462     
DP00698                   532.000    371.579    160.421    9.055      2.316     
DP00693                   189.000    154.740    34.260     7.562      4.517     
DP00195                   90.000     89.999     0.001      6.492      96267.127 
DP00190                   599.000    385.890    213.110    9.226      1.811     
DP00057                   62.000     62.000     0.000      5.954      3072504838.238
DP00675                   3988.000   2302.191   1685.809   11.961     1.366     
DP00673                   3430.000   1960.577   1469.423   11.744     1.334     
DP00966                   120.000    87.448     32.552     6.907      2.686     
DP00823                   99.000     74.564     24.436     6.629      3.051     
DP00587                   243.000    214.258    28.742     7.925      7.455     
DP00948                   422.000    365.140    56.860     8.721      6.422     
DP00942                   145.000    135.600    9.400      7.180      14.425    
DP00279                   163.000    114.404    48.596     7.349      2.354     
DP00376                   585.000    504.239    80.761     9.192      6.244     
DP00277                   69.000     66.207     2.793      6.109      23.703    
DP00969                   391.000    332.133    58.867     8.611      5.642     
DP00475                   58.000     50.582     7.418      5.858      6.819     
DP00359                   107.000    96.851     10.149     6.741      9.543     
DP00994                   273.000    266.933    6.067      8.093      43.997    
DP00993                   369.000    355.935    13.065     8.527      27.243    
DP00384                   215.000    206.609    8.391      7.748      24.623    
DP00012                   1480.000   816.243    663.757    10.531     1.230     
DP00017                   316.000    292.448    23.552     8.304      12.417    
DP00153                   189.000    120.650    68.350     7.562      1.765     
DP01014                   89.000     78.993     10.007     6.476      7.894     
DP00633                   2414.000   2129.093   284.907    11.237     7.473     
DP00901                   209.000    200.758    8.242      7.707      24.359    
DP00334                   491.000    419.910    71.090     8.940      5.907     
DP00708                   739.000    656.777    82.223     9.529      7.988     
DP00707                   740.000    660.436    79.564     9.531      8.301     
DP00448                   1164.000   887.301    276.699    10.185     3.207     
DP00447                   241.000    224.741    16.259     7.913      13.822    
DP00976                   856.000    487.492    368.508    9.741      1.323     
DP00970                   156.000    127.339    28.661     7.285      4.443     
DP00872                   489.000    334.863    154.137    8.934      2.173     
DP00200                   164.000    120.442    43.558     7.358      2.765     
DP00209                   38.000     34.728     3.272      5.248      10.613    
DP00697                   532.000    371.989    160.011    9.055      2.325     
DP01056                   996.000    967.672    28.328     9.960      34.159    
DP00113                   117.000    82.553     34.447     6.870      2.396     
DP01052                   466.000    421.357    44.643     8.864      9.438     
DP00055                   756.000    531.566    224.434    9.562      2.368     
DP00747                   153.000    133.996    19.004     7.257      7.051     
DP01045                   190.000    143.295    46.705     7.570      3.068     
DP01042                   806.000    465.713    340.287    9.655      1.369     
DP00062                   462.000    347.473    114.527    8.852      3.034     
DP00641                   97.000     67.149     29.851     6.600      2.250     
DP00871                   121.000    90.457     30.543     6.919      2.962     
DP00564                   170.000    136.474    33.526     7.409      4.071     
DP00677                   151.000    125.127    25.873     7.238      4.836     
DP00245                   380.000    258.152    121.848    8.570      2.119     
DP00243                   273.000    230.207    42.793     8.093      5.379     
DP00930                   227.000    226.995    0.005      7.827      50203.429 
DP01055                   103.000    91.168     11.832     6.687      7.705     
DP00414                   151.000    122.137    28.863     7.238      4.232     
DP01034                   65.000     56.676     8.324      6.022      6.809     
DP00130                   72.000     72.000     0.000      6.170      248200148.283
DP00847                   112.000    88.074     23.926     6.807      3.681     
DP01033                   359.000    287.795    71.205     8.488      4.042     
DP00849                   102.000    61.338     40.662     6.672      1.509     
DP00487                   399.000    245.560    153.440    8.640      1.600     
DP00014                   447.000    361.355    85.645     8.804      4.219     
DP00159                   884.000    635.346    248.654    9.788      2.555     
DP01017                   124.000    84.323     39.677     6.954      2.125     
DP00630                   127.000    123.385    3.615      6.989      34.136    
DP00902                   250.000    171.669    78.331     7.966      2.192     
DP00904                   213.000    168.265    44.735     7.735      3.761     
DP00333                   417.000    312.977    104.023    8.704      3.009     
DP00704                   165.000    99.775     65.225     7.366      1.530     
DP00702                   504.000    463.857    40.143     8.977      11.555    
DP00521                   202.000    187.468    14.532     7.658      12.900    
DP00445                   175.000    146.778    28.222     7.451      5.201     
DP00974                   398.000    188.842    209.158    8.637      0.903     
DP00877                   64.000     60.036     3.964      6.000      15.145    
DP00870                   565.000    364.845    200.155    9.142      1.823     
DP00205                   117.000    98.889     18.111     6.870      5.460     
DP00754                   94.000     52.356     41.644     6.555      1.257     
DP01057                   139.000    127.007    11.993     7.119      10.590    
DP00116                   49.000     37.921     11.079     5.615      3.423     
DP01106                   622.000    451.896    170.104    9.281      2.657     
DP01051                   685.000    521.542    163.458    9.420      3.191     
DP00260                   439.000    391.913    47.087     8.778      8.323     
DP00749                   445.000    317.316    127.684    8.798      2.485     
DP01047                   354.000    279.229    74.771     8.468      3.734     
DP00061                   616.000    405.808    210.192    9.267      1.931     
DP01049                   274.000    205.696    68.304     8.098      3.011     
DP00761                   143.000    123.626    19.374     7.160      6.381     
DP00561                   508.000    333.860    174.140    8.989      1.917     
DP00566                   566.000    333.287    232.713    9.145      1.432     
DP00834                   89.000     69.794     19.206     6.476      3.634     
DP00246                   453.000    340.856    112.144    8.823      3.039     
DP00933                   108.000    89.054     18.946     6.755      4.700     
DP00936                   485.000    326.822    158.178    8.922      2.066     
DP00364                   184.000    111.125    72.875     7.524      1.525     
DP00570                   144.000    103.794    40.206     7.170      2.582     
DP00419                   376.000    231.589    144.411    8.555      1.604     
DP00842                   86.000     80.436     5.564      6.426      14.456    
DP00845                   107.000    91.256     15.744     6.741      5.796     
DP00840                   205.000    132.611    72.389     7.679      1.832     
DP01060                   118.000    117.699    0.301      6.883      390.622   
